method,value,seed,n_slots,mean,p95,p99,csr,completion,load_cv,gini
pso-w:0.0,12,27,200,31.227262740874522,77.73840936512292,89.26389957188476,0.11435941530524506,0.9385210662080825,0.5220322149792856,0.28510010988437784
pso-w:0.0,12,28,200,28.73658091063162,73.65585074943229,87.30068336522149,0.10484193677470989,0.9471788715486195,0.5374754043386831,0.29354463097210337
pso-w:0.0,12,29,200,33.404981792001934,80.98407310974953,94.23159540164013,0.11530398322851153,0.9215932914046122,0.2960713198260538,0.1621329002408778
pso-w:0.0,12,30,200,31.18413212883565,76.76547861238797,89.53464639295444,0.11229946524064172,0.941999177293295,0.40234878853336004,0.22362851856424504
pso-w:0.0,12,31,200,32.807036514463384,79.20920498563517,94.04614217553879,0.13136288998357964,0.9302134646962233,0.5282430483889301,0.2958664875518394
pso-w:0.0,12,32,200,28.02270806387425,72.60227522043967,86.11399328569202,0.09772256728778468,0.9552795031055901,0.39822413809884655,0.2197314519097664
pso-w:0.0,12,33,200,28.28220800746542,70.73516859612235,85.90957277915567,0.09220452640402348,0.9555741827326069,0.2961051462637808,0.16565056687315183
pso-w:0.0,12,34,200,28.03886050342478,73.26361205539527,86.72915202596943,0.09814432989690722,0.9484536082474226,0.39534853685387167,0.20255216941072607
pso-w:0.0,12,35,200,29.729040794413134,76.38902904689857,90.36243517576956,0.11600164541341013,0.9399424105306459,0.4380506917195479,0.2404338515455252
pso-w:0.0,12,36,200,28.54107691641865,73.54939288053568,87.88279200360729,0.09979035639412998,0.9509433962264151,0.27813729960158684,0.15423244606656838
pso-w:0.0,12,37,200,30.365248573522944,76.47192260739106,88.16304294570975,0.11580322159338267,0.9394862864606008,0.48763629148721205,0.2675900236173312
pso-w:0.0,12,38,200,28.787549113156572,73.80462731561013,86.82665323966208,0.10205831903945112,0.9515437392795884,0.4414606418959744,0.2378008493834124
pso-w:0.0,12,39,200,31.099273005284306,77.01884013776093,91.92747411067703,0.1044839255499154,0.9428934010152284,0.36914840434238194,0.20413212559068872
pso-w:0.0,12,40,200,27.995946142589638,73.18068188566411,86.90499538829367,0.09795748228428512,0.9508128386827845,0.40590619381020526,0.223542828508572
pso-w:0.0,12,41,200,28.316559109877886,73.28698208460708,85.2756029654813,0.10168793742280774,0.955537258130918,0.47037226517221586,0.2614158341059729
pso-w:0.0,12,42,200,27.2384572935224,71.69937528941253,84.07343825967884,0.09728601252609603,0.9490605427974947,0.3472445131740512,0.17108275374043502
pso-w:0.0,12,43,200,31.12681788775568,78.24452373430972,90.05160055816711,0.11216105176663928,0.937962202136401,0.4137697071414668,0.22922809688059953
pso-w:0.0,12,44,200,31.517175265453286,78.86151293076193,89.2336300788879,0.11528925619834711,0.9318181818181818,0.30869838439219416,0.17273567089217512
pso-w:0.0,12,45,200,27.489222727192427,71.91340871952825,86.12396310764194,0.09629012088370154,0.9508128386827845,0.241633154214083,0.13714661421257335
pso-w:0.0,12,46,200,29.564863628427673,75.55439940044063,89.34432462823567,0.10997004706889174,0.9439452289259734,0.4812201808085507,0.25831625953288107
pso-w:0.0,12,47,200,30.543238694678937,76.74518651623848,89.9928191779524,0.1279699874947895,0.9358065860775323,0.4808753652510399,0.2624780167662253
pso-w:0.0,12,48,200,28.429609055203134,73.98750031894478,84.8428328649905,0.10016353229762878,0.9533932951757972,0.14818740664523655,0.08242760483180622
pso-w:0.0,12,49,200,29.203566645132412,74.01357293819117,86.79379986886308,0.09936406995230525,0.9487281399046105,0.2869992822205153,0.1443220399489462
pso-w:0.0,12,50,200,28.92244681942945,73.70089482879202,86.88510036619668,0.10020790020790021,0.9592515592515592,0.5066396090436055,0.28233784481471125
pso-w:0.0,12,51,200,29.230281041545158,74.54041527252788,89.1100677452409,0.09966638865721435,0.9516263552960801,0.4006431751116073,0.22404110003486555
pso-w:0.0,12,52,200,30.249046092715744,76.6177397298995,89.31126173017502,0.11229508196721312,0.9413934426229508,0.5205859356196451,0.26875504707666886
pso-w:0.0,12,53,200,28.457898870387996,72.95786245614542,87.33249762603505,0.10434429557450264,0.9488428745432399,0.43704469534099016,0.2248954049085441
pso-w:0.0,12,54,200,32.9529179160724,81.09988378052368,95.97188012055402,0.11988424968995452,0.9301364200082679,0.3590796217440344,0.18825042186909324
pso-w:0.0,12,55,200,27.674679854065303,71.8166840934184,85.11660450177793,0.0985797827903091,0.960735171261487,0.36003750857885897,0.1930474297363005
pso-w:0.0,12,56,200,29.243056198322797,74.89075675920114,89.60183491612686,0.10614995787700084,0.945240101095198,0.36893032258839037,0.20254330121597697
pso-w:0.0,12,57,200,29.759692064655304,75.1975683804866,87.12653651986464,0.10814094775212636,0.9428918590522479,0.3108870141135473,0.16944197563982089
pso-w:0.0,12,58,200,31.407596380131068,76.23771194502724,90.18615594600622,0.10587226746678097,0.9451350192884698,0.36434411032410413,0.19899582326889198
pso-w:0.0,12,59,200,33.120545952597894,81.06987392234227,95.39864582983361,0.13588283157038242,0.9214808787632222,0.3991251771980879,0.2199873095812157
pso-w:0.0,12,60,200,28.282837297928623,73.96420024112928,86.80426235104382,0.106828655215752,0.9505655634687893,0.458756708624008,0.2533232560918449
pso-w:0.0,12,61,200,26.197546210832833,71.04372248036695,83.78667593411929,0.08666386201093816,0.9612957509465713,0.21363151869517047,0.1161696080186323
pso-w:0.0,12,62,200,27.28557148676795,73.37503486667394,84.51619580228706,0.09485325393449597,0.9583156103785623,0.2933616365088314,0.16308159348248408
pso-w:0.0,12,63,200,32.292143771329286,78.66739623462534,94.9746350522022,0.11687763713080168,0.9312236286919832,0.38181275101757156,0.21616234299977888
pso-w:0.0,12,64,200,29.312936377636596,74.87514126506765,87.51201993051254,0.1027766266058848,0.9423953584749275,0.5231295719734823,0.2803767500238862
pso-w:0.0,12,65,200,31.59082632321273,78.2960331334802,90.87030007490215,0.11713213839099625,0.9345560650270947,0.36018221596781325,0.20076537245817916
pso-w:0.0,12,66,200,30.59865491471698,75.90937105978047,90.36244009236935,0.12223612849395077,0.9395077179808093,0.46309881096226013,0.2554878478379754
pso-w:0.0,12,67,200,31.91681398478603,78.3860523502683,91.79970090793644,0.10841423948220065,0.9421521035598706,0.2906083536155986,0.16084039409592288
pso-w:0.0,12,68,200,28.84453852177773,75.85193108592622,88.21934935345428,0.11028500619578686,0.9458901280462618,0.43062519818006134,0.2326429445735394
pso-w:0.0,12,69,200,28.24303229240442,72.91021252558839,86.06167150071931,0.0968944099378882,0.9515527950310559,0.41575540989366866,0.2162583043715599
pso-w:0.0,12,70,200,30.327544211198152,76.84893436480934,89.84229467042701,0.10712814173877215,0.9369592088998764,0.4974034216687579,0.260489907510548
pso-w:0.0,12,71,200,31.21256285804803,77.95326126136118,90.09422809540628,0.10960067969413764,0.9362786745964317,0.4501124287248325,0.2521697205502932
pso-w:0.0,12,72,200,33.432006493571485,81.74392693074495,93.2545874409831,0.1313373253493014,0.9217564870259481,0.43070255588488493,0.24203101596002963
pso-w:0.0,12,73,200,31.77182878543302,77.58933726320431,95.09644888387666,0.12170385395537525,0.9253549695740365,0.39185142985837773,0.21697448309842937
pso-w:0.0,12,74,200,27.850714471882018,72.85241838445548,87.23972919592316,0.09045435598165902,0.9578991246352647,0.37937273835355323,0.19142050238341524
pso-w:0.0,12,75,200,27.729330491269856,72.44725883939527,87.85187581183615,0.10090237899917966,0.9515996718621821,0.39435288258757906,0.1958271154872443
pso-w:0.0,12,76,200,28.555445315896637,72.97478458032458,86.16432098526123,0.10570469798657718,0.9538590604026845,0.47990927035685654,0.258823915003597
pso-w:0.0,12,77,200,30.822311046560966,76.70310298812467,88.41070651599694,0.11898839137645108,0.943200663349917,0.32193014922571567,0.17087011584437095
pso-w:0.0,12,78,200,29.398857055158015,74.47977453631249,88.74626961278389,0.10574905581200168,0.9467058329836341,0.41882661688287154,0.23392488752836849
pso-w:0.0,12,79,200,33.84117238478195,80.06286484524895,92.89689469375789,0.14402284781721747,0.9163606691146471,0.4269354257242756,0.23652746891526466
pso-w:0.0,12,80,200,30.87626187195434,77.9356327401879,90.44460662351749,0.12192118226600986,0.9376026272577996,0.43158712492063644,0.2244221880779832
pso-w:0.0,12,81,200,30.232855350309627,75.99700262549331,88.83393048889138,0.1047142261159783,0.9395077179808093,0.37815567565364866,0.20392957218134034
pso-w:0.0,12,82,200,29.267462675460113,74.5317669904368,87.19235335650295,0.11154684095860566,0.9433551198257081,0.656491568901435,0.35220083099630506
pso-w:0.0,12,83,200,31.319111285555284,76.65156567266526,89.7005658172098,0.11477411477411477,0.9413919413919414,0.2746095420515895,0.14693977730855745
pso-w:0.0,12,84,200,27.058204554395225,72.0965365676707,84.35503623739008,0.08893528183716075,0.9632567849686847,0.3699802890975464,0.1994483276217407
pso-w:0.0,12,85,200,29.344434883011346,75.91757305510522,88.75488443739552,0.10045852438516048,0.9437265527303043,0.35104408459798647,0.1777882369232402
pso-w:0.0,12,86,200,29.87901790896548,74.94613166365673,88.57838648168979,0.1090104585679807,0.9444891391794047,0.32733877272464956,0.1812188753638193
pso-w:0.0,12,87,200,30.269700654835074,76.28409398648525,89.90490919056273,0.10584720443875373,0.9457959880495092,0.26180542985030764,0.1475548231239665
pso-w:0.0,12,88,200,31.0120656067705,77.27166523529627,88.94498589059262,0.11169995923359152,0.9417040358744395,0.39074151796474293,0.21564437556225147
pso-w:0.0,12,89,200,27.2541113271976,70.24387632906951,83.09473093932851,0.09408718170047475,0.9589987052222702,0.3883377028038167,0.19734196218200162
pso-w:0.0,12,90,200,29.020964011492588,74.52875261943068,87.80427696095963,0.10819672131147541,0.944672131147541,0.29644720895493326,0.15419903383266387
pso-w:0.0,12,91,200,26.737992863349948,70.87810250327344,83.88073833086109,0.0945945945945946,0.9542284219703574,0.46104387919512,0.24720135701412338
pso-w:0.0,12,92,200,36.261842450995424,84.91406612095506,100.58729328735764,0.15142857142857144,0.8979591836734694,0.4734054386274063,0.260021106219798
pso-w:0.0,12,93,200,28.961320516417448,74.47303422028838,86.98662730034845,0.10668855149774313,0.9441936807550266,0.44119172606176865,0.23621676025665495
pso-w:0.0,12,94,200,30.116099525207897,75.00275564699024,89.6621602851296,0.11012658227848102,0.9426160337552743,0.3665424589101879,0.20005996623863953
pso-w:0.0,12,95,200,30.309527021145612,77.1116980756349,89.93439448236919,0.11624003357112883,0.9332773814519513,0.36119074460187156,0.19447927193552406
pso-w:0.0,12,96,200,28.5214408576852,73.78575165248371,85.20866220477686,0.10326311441553077,0.9471292854192482,0.3228169765375184,0.16621596084208146
pso-w:0.0,12,97,200,30.45100780921703,77.39727173673302,89.21971736131157,0.11991525423728813,0.9394067796610169,0.5703491858404465,0.3116754368303055
pso-w:0.0,12,98,200,33.38193198206168,80.10671979224544,94.46450217412462,0.12999579301640724,0.9263777871266302,0.46737157552894737,0.26317525103867956
pso-w:0.0,12,99,200,28.620524316599365,72.37773679161472,90.19828918719939,0.0907563025210084,0.9508403361344537,0.39228667203658685,0.21343550828727598
pso-w:0.05,12,0,200,29.6973208538904,75.60171868760067,90.04544923541687,0.1108433734939759,0.942570281124498,0.4641034210122717,0.2290264157716545
pso-w:0.05,12,1,200,28.733954095098294,73.34537519101117,87.20879981385403,0.09368551382583575,0.9492364836978952,0.4074786631032883,0.23053448530468212
pso-w:0.05,12,2,200,31.927014296029448,78.59205685416056,95.5370468074365,0.10721823554242296,0.9316167159138877,0.4330772491549528,0.2455448244910322
pso-w:0.05,12,3,200,32.25640939008515,77.05467905688259,90.02064784163383,0.11171548117154811,0.9384937238493724,0.44544800448898964,0.24655378906013437
pso-w:0.05,12,4,200,28.675215921892427,73.60583903226453,91.02142213167983,0.09227033589639821,0.9518413597733711,0.4864183350980502,0.2666122266522879
pso-w:0.05,12,5,200,31.954646745567818,78.1992792231926,89.87446845331233,0.11223203026481715,0.9327448507776377,0.530659439977368,0.3006239163822765
pso-w:0.05,12,6,200,28.414674917969208,71.13676888039255,87.10181424012137,0.08573818485989126,0.9548306148055207,0.35570327050602724,0.18961242306037862
pso-w:0.05,12,7,200,27.845282901121067,72.20021266890586,87.02040444204401,0.09175870858113849,0.953695836873407,0.48470879034572445,0.25832788697952
pso-w:0.05,12,8,200,29.363019450810608,74.38986677837993,86.97528535197598,0.09983221476510067,0.9538590604026845,0.4443360435340106,0.24698891822571645
pso-w:0.05,12,9,200,25.78152234311829,69.9324226852904,82.898692766115,0.08212765957446809,0.96,0.27812407839343856,0.1446944173444198
pso-w:0.05,12,10,200,29.373287584651987,73.8216636144276,87.912762686178,0.10546378653113088,0.9449385853451927,0.42833985149361786,0.24021941272658598
pso-w:0.05,12,11,200,32.521802129699765,78.87226768439176,92.8378713386184,0.11342395921835174,0.9320305862361937,0.42907516965785497,0.2382271918883757
pso-w:0.05,12,12,200,31.72201039312953,78.02752606624419,92.20889023932074,0.09874476987447699,0.9468619246861925,0.33978033040395994,0.19033427198030983
pso-w:0.05,12,13,200,28.489206924384142,73.30290293958521,87.04449639285168,0.09178947368421053,0.9511578947368421,0.5406792197020825,0.29279677076020805
pso-w:0.05,12,14,200,26.04848910443965,68.21189940533641,82.36811944933935,0.07443762781186095,0.9611451942740287,0.26197470939812867,0.14619370946269716
pso-w:0.05,12,15,200,30.664433079878055,74.55478309100612,89.56514202009157,0.10432569974554708,0.9448685326547922,0.44251316849828726,0.24926962962723687
pso-w:0.05,12,16,200,30.419114225238623,75.5012912172896,90.43687820903087,0.10572503134141245,0.9486000835770999,0.43648661393160193,0.2118259669039364
pso-w:0.05,12,17,200,30.238151463342362,75.13376627071999,91.06483504853607,0.10340531561461794,0.9443521594684385,0.27374087162845595,0.15462357426594242
pso-w:0.05,12,18,200,29.314755493925695,75.50796461374946,89.51180819373842,0.10176282051282051,0.9459134615384616,0.29951143126209656,0.15976080538276982
pso-w:0.05,12,19,200,29.72225894824642,75.06678930374159,89.90018211719207,0.09930242100943783,0.9491177677472302,0.4040541938626473,0.2266689783209349
pso-w:0.05,12,20,200,31.84952539652054,77.59636566683382,90.29240374466151,0.10749047820567076,0.939060516292848,0.40582769034410643,0.22075675702549924
pso-w:0.05,12,21,200,28.11559135922839,73.53825252773194,84.79790710935171,0.09331597222222222,0.9474826388888888,0.44606297293719527,0.24242054336820373
pso-w:0.05,12,22,200,28.10343527484385,72.4223445930272,85.5187805710158,0.0911340206185567,0.9583505154639175,0.34721414367416126,0.18213832340326142
pso-w:0.05,12,23,200,31.647282896012264,78.64114928973126,91.50785646618964,0.11574261432618373,0.9384864427357346,0.4553911361856217,0.25303620858584297
pso-w:0.05,12,24,200,29.57529237783444,73.70043288438981,87.84688875375623,0.09423643247791334,0.9482541018090029,0.3470962769001861,0.17730373684875267
pso-w:0.05,12,25,200,32.364138522104994,78.74260254622808,92.37279265887481,0.1169844020797227,0.9367417677642981,0.44055350930436127,0.2494845131106559
pso-w:0.05,12,26,200,30.06906270291992,75.82807843575961,89.24551780135565,0.10168067226890756,0.9399159663865546,0.4164325099344449,0.22069284062052374
pso-w:0.05,12,27,200,31.07609391075457,78.27398707606363,91.85137035781568,0.11049011177987962,0.9350816852966466,0.5011098743081294,0.2760300283253885
pso-w:0.05,12,28,200,27.85577341038508,71.12681265978208,86.63694904102206,0.09123649459783914,0.9535814325730292,0.5443898758578783,0.28782610560564215
pso-w:0.05,12,29,200,33.372997173578426,79.75603193084564,94.5619740033428,0.1069182389937107,0.929559748427673,0.3506800480004246,0.19558652379131602
pso-w:0.05,12,30,200,30.661950737649676,74.79822175790656,90.73978025899589,0.10037021801727684,0.9444672974084739,0.38571085630639046,0.2118327913948218
pso-w:0.05,12,31,200,31.930363442668547,78.86647474832934,93.64216376940843,0.1145320197044335,0.9326765188834154,0.5519995749271627,0.3004462476192842
pso-w:0.05,12,32,200,27.456062556559026,71.17181336917784,85.98190567951137,0.0865424430641822,0.9590062111801242,0.3632248063570776,0.19304625618132865
pso-w:0.05,12,33,200,27.744375348236975,71.33057256373878,87.26690643086981,0.08298407376362113,0.9606035205364627,0.27396038819903995,0.14608210189059445
pso-w:0.05,12,34,200,28.093264993237973,71.26387740365773,85.24462750035379,0.09402061855670103,0.9567010309278351,0.43057556073742365,0.21528027145560247
pso-w:0.05,12,35,200,28.757647809991283,73.52280103207252,88.98914366972691,0.09378856437679967,0.9498148909913616,0.5027473079034936,0.26222409711417183
pso-w:0.05,12,36,200,28.483295115220702,73.61111379739094,86.92477379449879,0.09811320754716982,0.9454926624737946,0.2968777056419211,0.16879591311723285
pso-w:0.05,12,37,200,30.054303403765225,77.27168969046753,89.109024025043,0.10448410970831519,0.9412276882890727,0.4388850107449665,0.24114756210984856
pso-w:0.05,12,38,200,28.46638235667488,72.07588914548957,85.18419077381131,0.09433962264150944,0.9554030874785592,0.4259636616754509,0.23450605451461182
pso-w:0.05,12,39,200,30.169578512948412,75.55243469853197,89.80203053793822,0.08671742808798646,0.9483925549915397,0.3863677916788407,0.21067540293019804
pso-w:0.05,12,40,200,27.331148368943467,70.39087110577053,86.05885295354898,0.08378491037932471,0.9578991246352647,0.49376028564475416,0.2526270516217085
pso-w:0.05,12,41,200,27.69783560847853,72.12905313236936,84.56388243133891,0.09057225195553725,0.9617126389460683,0.4764575114928601,0.25657609870020215
pso-w:0.05,12,42,200,27.06785023085155,70.00622419948557,86.63144778398299,0.08893528183716075,0.9590814196242171,0.3520189850497099,0.1600248415809481
pso-w:0.05,12,43,200,31.035854477480214,78.15465913625587,90.16764994951387,0.10887428101889893,0.9400164338537387,0.4371670419100639,0.2394450035755028
pso-w:0.05,12,44,200,31.40777995888909,76.77664986683783,90.31717730754953,0.10909090909090909,0.9367768595041323,0.3820203049358474,0.2093648323844477
pso-w:0.05,12,45,200,27.121538689387226,70.10601685745395,84.553907721699,0.08920383493122135,0.9587328053355565,0.15695707837948203,0.08494570421559966
pso-w:0.05,12,46,200,28.53605512842055,73.00041732595908,86.12087982788988,0.08814719726144629,0.9554985023534446,0.4708584213677114,0.2584793890329029
pso-w:0.05,12,47,200,29.554814815337288,73.76404248191913,87.77055204030991,0.1067111296373489,0.9424760316798666,0.39005007617916454,0.21369980529493748
pso-w:0.05,12,48,200,27.8602612282558,71.65597839195078,84.06336032689569,0.08585445625511039,0.9574816026165167,0.24401431178065766,0.13770165030093606
pso-w:0.05,12,49,200,29.033083554113123,71.80428261702943,86.34806284153065,0.0945945945945946,0.9523052464228935,0.35473606999029067,0.1680431892325953
pso-w:0.05,12,50,200,28.471568158094403,73.36979366805,87.54308331437758,0.09230769230769231,0.9584199584199584,0.40943229832983535,0.2205335746525563
pso-w:0.05,12,51,200,29.570382084491744,75.22193901166183,89.32283785248478,0.09966638865721435,0.9503753127606339,0.4274746180008567,0.2400745667261418
pso-w:0.05,12,52,200,29.30694383905009,74.19558910778241,87.1604649509624,0.0930327868852459,0.9504098360655737,0.47561781013339816,0.24510180631956424
pso-w:0.05,12,53,200,28.399573566590345,74.74020987644352,88.21180254461882,0.09460008120178644,0.9549330085261876,0.4876674824432484,0.2639734741300811
pso-w:0.05,12,54,200,32.66157294391402,78.90841263589913,95.4565780933301,0.11202976436544027,0.9359239355105415,0.390255392273809,0.21206665855981444
pso-w:0.05,12,55,200,28.031131837398263,72.36976316340832,86.16775087514317,0.09816207184628237,0.9582289055973267,0.34408569854262255,0.1915748456404831
pso-w:0.05,12,56,200,29.140040323604016,74.29869625269276,87.30101039788377,0.09772535804549284,0.9481887110362258,0.4829717356710813,0.2651873180070742
pso-w:0.05,12,57,200,29.705475748791443,73.27267458910873,89.4241268793981,0.0955852571891454,0.9489671931956257,0.3443491176032632,0.1909678231081583
pso-w:0.05,12,58,200,32.62143634437957,78.96525421094447,94.70535007438345,0.11573081868838406,0.9408486926703815,0.5269993728461,0.2951213012523771
pso-w:0.05,12,59,200,32.62323418226829,79.10628206902663,94.58116853433496,0.12205044751830757,0.934092758340114,0.40102608133808887,0.22404730453414634
pso-w:0.05,12,60,200,27.98662277959579,72.72549728323825,87.31308886895124,0.10012568077084207,0.9484708839547549,0.4834792812181409,0.25641002480780606
pso-w:0.05,12,61,200,26.32318835273691,71.68086510349862,85.29447476358598,0.08413967185527976,0.958771560790913,0.2936393295756741,0.16345953715275352
pso-w:0.05,12,62,200,27.0736864090677,70.58023304496507,83.71076114959361,0.08464483198638877,0.9629944704381115,0.3502157271082888,0.18803287675993896
pso-w:0.05,12,63,200,31.605532048102187,78.24519075240325,91.11192955601256,0.10717299578059072,0.9409282700421941,0.35978652684796464,0.20076256444966278
pso-w:0.05,12,64,200,29.50763494055834,75.267965881876,89.18857769539355,0.10526315789473684,0.9415665147119768,0.5583921470671511,0.3085243343690033
pso-w:0.05,12,65,200,31.962438193815906,79.78876968158772,92.14422874956571,0.11838265944143393,0.9337223843268029,0.43054269523565425,0.2333463422847878
pso-w:0.05,12,66,200,30.224991852615197,76.87913776130966,90.36654200013815,0.11264080100125157,0.9386733416770964,0.4984154577379169,0.26782156029956306
pso-w:0.05,12,67,200,30.584910132472995,75.16338904056272,91.20408574186385,0.08454692556634304,0.9550970873786407,0.2530793876768579,0.14224395951835456
pso-w:0.05,12,68,200,27.965567991720917,73.6147308645087,88.75311658878995,0.09376290788930194,0.9558033870301529,0.3525849801949062,0.19016881007878494
pso-w:0.05,12,69,200,27.63676146217741,70.90942355766958,86.67748258195749,0.08198757763975155,0.9598343685300207,0.37011817731559327,0.1908504619197624
pso-w:0.05,12,70,200,29.751877491439554,74.29911120324425,87.39353543194919,0.09682735887927482,0.9472599917593737,0.46967014708157856,0.25806874453104955
pso-w:0.05,12,71,200,30.86623951069664,77.99474127292537,90.52007283540387,0.10237892948173322,0.9405267629566695,0.4127282242027304,0.22792739487975644
pso-w:0.05,12,72,200,32.28176424777773,79.60965697927124,92.19026756096135,0.11097804391217565,0.9341317365269461,0.42081290370527935,0.23116817889672392
pso-w:0.05,12,73,200,31.92996169985566,78.82724909303724,94.88786178907473,0.11724137931034483,0.9290060851926978,0.41008978830101533,0.23120430859492447
pso-w:0.05,12,74,200,28.28580849418208,74.02121527772891,87.60069471466909,0.09587328053355565,0.9516465193830763,0.40664070426032817,0.21298941643251224
pso-w:0.05,12,75,200,27.104461809069814,71.54711797376473,86.5119032570092,0.09023789991796555,0.9524200164068909,0.30023471539511004,0.1453336286405933
pso-w:0.05,12,76,200,27.55652284013652,70.93074587210336,84.67580327481362,0.08766778523489933,0.9626677852348994,0.43534693137447794,0.23733401586704705
pso-w:0.05,12,77,200,30.022974542279787,74.18977214586704,88.9630988669244,0.0978441127694859,0.9461028192371476,0.35558198128498564,0.1977843963195175
pso-w:0.05,12,78,200,29.439558125591233,74.20677496278174,87.79068731071212,0.10071338648762064,0.9479647503147294,0.4382206155845522,0.24107466353553486
pso-w:0.05,12,79,200,32.42785075653149,78.15811786757487,92.26620415154127,0.11831905344757242,0.934312525499796,0.47960476483225045,0.27001375020412344
pso-w:0.05,12,80,200,30.544460916400322,77.84608548421559,93.97814014227428,0.11371100164203612,0.9334975369458128,0.3977897113292662,0.2160450347970133
pso-w:0.05,12,81,200,29.463271654926828,74.2615019436549,88.70541450809408,0.09261576971214018,0.9440967876512307,0.3246937111836933,0.17460354860061822
pso-w:0.05,12,82,200,28.572741964731023,74.16082993685362,87.48968907578063,0.09978213507625272,0.9529411764705882,0.5693369579999146,0.3141540005161062
pso-w:0.05,12,83,200,30.732519239417513,75.54203067267058,92.57180041497365,0.09645909645909646,0.9458689458689459,0.3018717194601107,0.1696367598696249
pso-w:0.05,12,84,200,27.809254620433542,72.0323488010582,88.03045904133005,0.09352818371607516,0.9594989561586639,0.495572901756697,0.2658621361240263
pso-w:0.05,12,85,200,30.050788698033585,77.3165637723722,89.07170284172192,0.10546060858691121,0.9403918299291372,0.37582854897049334,0.2053348684122419
